game,platform,year,genre,publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,global_sales,critic_score,critic_count,User_Score,User_Count,Rating,platformC
Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0,0,0.02,0.32,74,26,8.8,5,E10+,Microsoft
Yu-Gi-Oh! The Dawn of Destiny,X,2004,Strategy,Konami Digital Entertainment,0.23,0.07,0,0.01,0.31,,,,,,Microsoft
Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0,0.03,0.31,82,33,6.9,77,E,Microsoft
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0,0,0.02,0.3,65,6,7.7,7,E,Microsoft
Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment,0.25,0.02,0,0.02,0.3,74,36,5.4,9,T,Microsoft
Teenage Mutant Ninja Turtles,X,2003,Action,Konami Digital Entertainment,0.22,0.06,0,0.01,0.3,56,22,8.4,9,E,Microsoft
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0,0.02,0.29,76,13,5.4,349,M,Microsoft
SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0.12,0,0.03,0.28,59,39,7.4,51,M,Microsoft
Silent Hill 2: Restless Dreams,X,2001,Action,Konami Digital Entertainment,0.21,0.06,0,0.01,0.28,84,23,8.3,39,M,Microsoft
Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.26,0,0,0.02,0.28,38,28,5.1,17,T,Microsoft
Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0,0.02,0.24,80,23,4.3,113,E,Microsoft
Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.2,75,21,8.8,20,M,Microsoft
DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.2,63,30,6.4,8,E10+,Microsoft
Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.13,0.04,0,0.02,0.19,,,7.2,162,M,Microsoft
Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69,17,5.6,99,M,Microsoft
AirForce Delta Storm,X,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,61,21,7.1,7,E,Microsoft
Silent Hill 4: The Room,X,2004,Action,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,76,43,8.3,26,M,Microsoft
Otomedius Excellent,X360,2011,Shooter,Konami Digital Entertainment,0.13,0,0.04,0.01,0.18,48,8,8.1,16,T,Microsoft
Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.1,0.04,0,0.01,0.15,,,,,,Microsoft
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0.03,0,0.01,0.15,77,18,8.9,18,T,Microsoft
Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.14,0,0,0.01,0.15,,,,,T,Microsoft
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0,0.01,0.15,79,9,7.3,65,E,Microsoft
Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0,0.01,0.14,50,32,,,E,Microsoft
Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,,,5.7,149,M,Microsoft
Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.08,0,0.01,0.14,,,6.8,29,E,Microsoft
Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62,54,6.6,28,M,Microsoft
Teenage Mutant Ninja Turtles 2: Battle Nexus,X,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13,48,20,5.6,8,T,Microsoft
Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.01,0.12,62,5,,,T,Microsoft
Castlevania: Curse of Darkness,X,2005,Action,Konami Digital Entertainment,0.09,0.03,0,0,0.12,74,26,7,13,M,Microsoft
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0,0.01,0.11,85,14,6.2,145,E,Microsoft
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11,70,7,7,6,E,Microsoft
Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11,44,31,5.7,9,T,Microsoft
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0,0,0.01,0.1,79,22,6.5,33,E,Microsoft
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,52,23,6.5,30,M,Microsoft
Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.05,0.05,0,0.01,0.1,,,7,35,E,Microsoft
Silent Scope Complete,X,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0,0,0.1,69,25,7.4,5,M,Microsoft
NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0,0.01,0.1,52,46,5.5,65,M,Microsoft
Jimmie Johnsons Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0,0,0.01,0.09,65,5,8.8,8,E10+,Microsoft
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0,0.01,0.09,70,22,7.8,241,M,Microsoft
Karaoke Revolution Presents American Idol Encore 2,X360,2008,Misc,Konami Digital Entertainment,0.08,0,0,0.01,0.09,,,,,E10+,Microsoft
World Soccer Winning Eleven 8 International,X,2004,Sports,Konami Digital Entertainment,0.07,0.02,0,0,0.09,90,25,8.4,11,E,Microsoft
Karaoke Revolution,X,2004,Misc,Konami Digital Entertainment,0.06,0.02,0,0,0.09,80,13,8.5,4,E,Microsoft
Konami Classics Vol. 1,X360,2009,Misc,Konami Digital Entertainment,0.08,0,0,0.01,0.08,,,,,T,Microsoft
Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0,0,0.01,0.08,62,12,8,6,E10+,Microsoft
DanceDanceRevolution,X360,2011,Simulation,Konami Digital Entertainment,0.08,0,0,0.01,0.08,,,,,E10+,Microsoft
Frogger Beyond,X,2002,Platform,Konami Digital Entertainment,0.06,0.02,0,0,0.08,,,,,E,Microsoft
Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0.02,0.04,0,0.01,0.07,,,6.4,20,E,Microsoft
Jurassic Park: Operation Genesis,X,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0,0,0.07,69,21,8.8,19,T,Microsoft
Karaoke Revolution Party,X,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0,0.07,80,24,,,E10+,Microsoft
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.02,0.04,0,0,0.06,87,12,6.1,87,E,Microsoft
King Arthur,X,2004,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05,61,15,,,T,Microsoft
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05,49,11,6.6,13,T,Microsoft
Crime Life: Gang Wars,X,2005,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05,30,19,3.4,9,M,Microsoft
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,0.04,34,41,2.2,43,T,Microsoft
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,X,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,56,13,,,E10+,Microsoft
Otomedius Gorgeous,X360,2008,Shooter,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,Microsoft
Whiteout,X,2002,Racing,Konami Digital Entertainment,0.02,0.01,0,0,0.03,58,4,,,T,Microsoft
ESPN Winter X Games: Snowboarding 2002,X,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03,71,8,,,T,Microsoft
Frogger: Ancient Shadow,X,2005,Platform,Konami Digital Entertainment,0.02,0.01,0,0,0.03,47,11,,,E,Microsoft
Metal Gear Solid V: The Definitive Experience,XOne,2016,Action,Konami Digital Entertainment,0.02,0,0,0,0.03,,,,,M,Microsoft
NBA Starting Five,X,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.02,48,4,5.5,4,E,Microsoft
Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.02,,,,,,Microsoft
ESPN MLS ExtraTime 2002,X,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,68,6,,,E,Microsoft
ESPN NFL Primetime 2002,X,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,57,10,,,E,Microsoft
TMNT: Mutant Melee,X,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02,43,13,4.8,5,T,Microsoft
Konami Classics Vol. 2,X360,2009,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01,,,,,E10+,Microsoft
WTA Tour Tennis,X,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,,,,,E,Microsoft
Wallace & Gromit: Curse of the Were-Rabbit,X,2005,Adventure,Konami Digital Entertainment,0.01,0,0,0,0.01,,,,,,Microsoft
ESPN NBA 2Night 2002,X,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,,,,,E,Microsoft
Metal Gear Solid HD Edition,X360,2011,Action,Konami Digital Entertainment,0,0,0.01,0,0.01,,,,,M,Microsoft
Metal Gear Solid: Peace Walker HD Edition,X360,2011,Action,Konami Digital Entertainment,0,0,0.01,0,0.01,,,7.6,22,T,Microsoft
Dai Senryaku VII: Modern Military Tactics,X,2003,Strategy,Kool Kizz,0.03,0.01,0,0,0.04,74,11,8.8,6,E,Microsoft
How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.06,0.1,0,0.01,0.17,,,2.9,7,E10+,Microsoft
Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.03,0.06,0,0.01,0.1,,,,,,Microsoft
Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,0.03,0.02,0,0.01,0.06,,,,,,Microsoft
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.05,0,0,0.06,58,5,7.5,4,E10+,Microsoft
Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,0,0.03,0,0,0.03,,,,,E,Microsoft
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0,0.03,0,0,0.03,,,6.8,4,E10+,Microsoft
Adventure Time: The Secret of the Nameless ,X360,2014,Adventure,Little Orbit,0.01,0,0,0,0.01,,,,,,Microsoft
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.77,0,0.26,2.77,73,74,6.7,390,T,Microsoft
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.82,0,0.24,2.59,80,24,7.4,116,E10+,Microsoft
LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,0.84,0.51,0,0.13,1.48,75,43,7.8,42,E10+,Microsoft
Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,0.95,0.37,0,0.11,1.44,61,59,5.8,181,T,Microsoft
Mercenaries: Playground of Destruction,X,2005,Action,LucasArts,0.54,0.11,0,0.03,0.68,,,,,,Microsoft
LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.55,0.03,0,0.05,0.63,81,50,8,45,E10+,Microsoft
LEGO Star Wars II: The Original Trilogy,X,2006,Action,LucasArts,0.33,0.1,0,0.02,0.44,85,27,8.6,15,E10+,Microsoft
Star Wars Starfighter: Special Edition,X,2001,Simulation,LucasArts,0.3,0.1,0,0.02,0.42,76,22,,,T,Microsoft
Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,0.18,0.17,0,0.04,0.39,43,37,6.3,19,T,Microsoft
Fracture,X360,2008,Shooter,LucasArts,0.15,0.14,0,0.04,0.33,63,60,6.2,45,T,Microsoft
Secret Weapons Over Normandy,X,2003,Simulation,LucasArts,0.19,0.05,0,0.01,0.25,77,31,8.8,4,T,Microsoft
Indiana Jones and the Emperors Tom,X,2003,Action,LucasArts,0.14,0.04,0,0.01,0.18,73,43,8.6,17,T,Microsoft
Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0,0.01,0.16,73,24,2.8,34,E10+,Microsoft
Star Wars: Clone Wars,X,2003,Shooter,LucasArts,0.1,0.03,0,0,0.13,,,,,,Microsoft
Armed and Dangerous,X,2003,Shooter,LucasArts,0.09,0.03,0,0,0.13,79,41,7.2,15,T,Microsoft
Wrath Unleashed,X,2004,Strategy,LucasArts,0.03,0.01,0,0,0.05,69,32,7,4,T,Microsoft
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07,49,24,5.5,6,T,Microsoft
Real World Golf,X,2006,Sports,Mad Catz,0.02,0.01,0,0,0.03,74,12,,,E,Microsoft
Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0,0.02,0.24,73,5,6.2,40,E,Microsoft
Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0,0,0.01,0.21,,,7.3,8,E10+,Microsoft
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0,0.01,0.11,50,15,7.1,8,E10+,Microsoft
Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0,0.01,0.07,38,18,4.1,14,M,Microsoft
Drake of the 99 Dragons,X,2003,Shooter,Majesco Entertainment,0.05,0.01,0,0,0.07,22,16,1.8,37,T,Microsoft
Razes Hell,X,2005,Shooter,Majesco Entertainment,0.04,0.01,0,0,0.05,71,37,8.1,8,M,Microsoft
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,38,8,1.7,10,T,Microsoft
No More Heroes: Heroes Paradise,X360,2010,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,Microsoft
Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.02,,,,,,Microsoft
PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0,0.02,0,0,0.02,,,,,,Microsoft
Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.02,,,,,,Microsoft
Pump It Up: Exceed,X,2005,Misc,Mastiff,0.01,0,0,0,0.02,74,9,7.5,4,T,Microsoft
Obscure,X,2004,Adventure,MC2 Entertainment,0.03,0.01,0,0,0.04,66,29,8.4,9,M,Microsoft
Stake: Fortune Fighters,X,2003,Fighting,Metro 3D,0.02,0.01,0,0,0.02,26,8,3.7,6,T,Microsoft
Syberia,X,2003,Action,Microids,0.08,0.02,0,0,0.1,72,17,7,5,T,Microsoft
Still Life,X,2005,Adventure,Microids,0.05,0.02,0,0,0.07,70,29,7,6,M,Microsoft
Tennis Masters Series 2003,X,2002,Sports,Microids,0.03,0.01,0,0,0.04,67,10,,,E,Microsoft
Knights Apprentice: Memoricks Adventures,X,2004,Action,Microids,0.02,0,0,0,0.02,53,11,4.5,8,T,Microsoft
Agatha Christies The ABC Murders,XOne,2016,Adventure,Microids,0.01,0,0,0,0.02,66,7,7.5,8,,Microsoft
Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,15.02,4.91,0.24,1.69,21.86,61,45,6.3,106,E,Microsoft
Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,2.81,0.13,1.21,12.12,94,86,7.8,4109,M,Microsoft
Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,7.06,1.97,0.08,0.79,9.9,91,99,7.9,2053,M,Microsoft
Halo 4,X360,2012,Shooter,Microsoft Game Studios,6.68,2.3,0.04,0.74,9.77,87,87,7,3273,M,Microsoft
Minecraft,X360,2013,Misc,Microsoft Game Studios,5.76,2.7,0.02,0.82,9.3,,,,,,Microsoft
Halo 2,X,2004,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,95,91,8.2,1224,M,Microsoft
Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.15,1.9,0.06,0.64,6.75,93,90,7.7,2746,M,Microsoft
Halo: Combat Evolved,X,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97,68,8.6,1292,M,Microsoft
Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34,83,94,7.1,1166,M,Microsoft
Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,4.05,1.59,0.07,0.5,6.21,91,96,7.8,1510,M,Microsoft
Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51,6.19,73,51,7.4,95,E10+,Microsoft
Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.88,0.07,0.6,6.09,94,88,8.3,2301,M,Microsoft
Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,92,90,8,516,E,Microsoft
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80,88,6.5,608,M,Microsoft
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.86,1.29,0.03,0.42,4.61,84,101,6.4,2455,T,Microsoft
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91,83,8.2,619,E,Microsoft
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89,95,6.5,2427,M,Microsoft
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90,66,8.3,381,E,Microsoft
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.78,0.34,0,0.36,3.47,82,74,7.5,570,M,Microsoft
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.98,1,0.03,0.3,3.31,85,69,7.2,1272,M,Microsoft
Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.97,1.04,0,0.3,3.3,,,,,,Microsoft
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1702,M,Microsoft
Fable,X,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66,85,87,8.5,270,M,Microsoft
Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.55,0.8,0.04,0.25,2.63,82,92,7.2,457,T,Microsoft
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22,2.4,82,73,8.1,488,M,Microsoft
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17,2.35,73,33,2.9,67,E10+,Microsoft
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,66,46,6.5,39,E,Microsoft
Gears of War 4,XOne,2016,Shooter,Microsoft Game Studios,1.45,0.59,0,0.21,2.26,84,98,6.3,848,M,Microsoft
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.26,0.79,0.01,0.2,2.25,79,76,5.9,1096,E,Microsoft
Project Gotham Racing,X,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,85,35,8.2,28,E,Microsoft
Project Gotham Racing (JP weekly sales),X,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,,,,,,Microsoft
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86,56,8.2,63,T,Microsoft
PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.28,0.02,0.25,2.04,,,,,,Microsoft
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85,83,8.4,434,T,Microsoft
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.84,0.91,0.03,0.16,1.93,87,85,7.9,865,E,Microsoft
Dead or Alive 3,X,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87,35,8.6,44,T,Microsoft
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.53,0.03,0.18,1.75,83,75,8,340,M,Microsoft
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55,61,3.4,144,T,Microsoft
PGR: Project Gotham Racing 2,X,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,,,,,,Microsoft
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,84,65,8,131,E,Microsoft
Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.02,0.46,0,0.13,1.62,74,50,3.2,70,E,Microsoft
Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.62,0.85,0.01,0.13,1.61,91,91,7.4,619,E,Microsoft
Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.15,1.57,78,69,6.8,910,M,Microsoft
Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.5,0.03,0.12,1.57,79,81,5.5,784,M,Microsoft
Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,0.92,0.39,0,0.12,1.43,52,46,5,20,E,Microsoft
Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.51,0.78,0.01,0.11,1.41,86,85,8.2,980,E10+,Microsoft
Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.83,0.43,0,0.13,1.39,60,77,6.1,1417,M,Microsoft
Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13,1.33,83,100,8.1,1162,T,Microsoft
Ninja Gaiden,X,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91,89,8.8,152,M,Microsoft
Fuzion Frenzy,X,2001,Misc,Microsoft Game Studios,0.93,0.24,0,0.04,1.21,70,28,6.9,16,E,Microsoft
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.64,0.4,0,0.1,1.14,81,89,7.7,1142,M,Microsoft
MechAssault,X,2002,Simulation,Microsoft Game Studios,1.01,0.1,0,0.03,1.13,87,32,8,47,T,Microsoft
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,1.12,70,91,6,202,M,Microsoft
Counter-Strike,X,2003,Shooter,Microsoft Game Studios,0.85,0.23,0,0.04,1.11,74,38,7.6,51,M,Microsoft
Forza Motorsport,X,2005,Racing,Microsoft Game Studios,0.52,0.51,0,0.02,1.05,92,73,7.6,214,E,Microsoft
NFL Fever 2002,X,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04,0.99,79,24,8.5,10,E,Microsoft
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161,T,Microsoft
Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78,68,8.3,435,T,Microsoft
Crimson Skies: High Road to Revenge,X,2003,Simulation,Microsoft Game Studios,0.65,0.19,0,0.03,0.87,88,49,8.8,45,T,Microsoft
Brute Force,X,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,77,45,7.8,49,M,Microsoft
Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.52,0.22,0.01,0.08,0.83,84,75,7.7,330,M,Microsoft
Amped: Freestyle Snowboarding,X,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82,78,30,9,20,E,Microsoft
Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0,0.06,0.81,86,43,8,45,T,Microsoft
Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.38,0,0.07,0.8,,,5.1,117,E10+,Microsoft
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65,80,7,458,T,Microsoft
Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0,0.1,0.77,71,43,7.4,34,T,Microsoft
Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81,75,7.3,229,M,Microsoft
Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.35,0,0.08,0.76,,,,,,Microsoft
Conker: Live And Reloaded,X,2005,Adventure,Microsoft Game Studios,0.49,0.2,0,0.02,0.71,,,,,,Microsoft
Jade Empire,X,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0,0.03,0.7,89,84,8.6,113,M,Microsoft
Halo 2 Multiplayer Map Pack,X,2005,Shooter,Microsoft Game Studios,0.54,0.13,0,0.02,0.69,89,37,7.4,34,M,Microsoft
Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0,0.07,0.65,76,32,7.4,25,T,Microsoft
Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.38,0.2,0.01,0.06,0.64,77,106,6.8,1682,M,Microsoft
NFL Fever 2003,X,2002,Sports,Microsoft Game Studios,0.46,0.13,0,0.02,0.61,72,25,8.6,12,E,Microsoft
Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.3,0.24,0.02,0.05,0.61,60,53,5.1,144,E10+,Microsoft
PGR3 - Project Gotham Racing 3,X360,2005,Racing,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6,,,,,,Microsoft
Dead or Alive Xtreme Beach Volleyball,X,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,73,42,7.8,47,M,Microsoft
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.38,0.15,0,0.05,0.58,68,31,5.1,15,E,Microsoft
Blood Wake,X,2001,Shooter,Microsoft Game Studios,0.43,0.12,0,0.02,0.57,71,30,7.5,13,T,Microsoft
RalliSport Challenge,X,2002,Racing,Microsoft Game Studios,0.39,0.16,0,0.02,0.57,87,32,8.3,19,E,Microsoft
Blinx: The Time Sweeper,X,2002,Platform,Microsoft Game Studios,0.39,0.15,0,0.02,0.56,71,36,8,41,E,Microsoft
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.34,0,0.06,0.55,70,22,7.6,7,T,Microsoft
Youre in the Movies,X360,2008,Misc,Microsoft Game Studios,0.27,0.17,0,0.05,0.48,55,21,5.2,21,E,Microsoft
Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0.43,0.01,0,0.04,0.48,73,41,8.1,21,T,Microsoft
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47,82,64,7.9,61,E,Microsoft
Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04,0.47,66,57,7.5,156,M,Microsoft
Top Spin,X,2003,Sports,Microsoft Game Studios,0.36,0.08,0,0.02,0.46,89,44,8.2,31,E,Microsoft
Fable,X360,2014,Role-Playing,Microsoft Game Studios,0.25,0.15,0.01,0.04,0.45,,,,,,Microsoft
The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,0.26,0.1,0,0.04,0.4,77,60,8.1,40,T,Microsoft
Zoo Tycoon (2013),XOne,2013,Simulation,Microsoft Game Studios,0.18,0.17,0,0.03,0.38,,,,,,Microsoft
